clean_text,label
tobat selama tahun merasakan di pimpin oleh partai banteng segalax serba susah sekarang saat perubahan,negatif
apakah selama ini yang timpang hanya di kalimantan pak coba cek daerah lain juga bagaimana ketimpangannya terjadi,negatif
gue sudah ngebayangin kalau pak ganjar yang akan meneruskan komitmen dan meneruskan pembangunan di ikn,positif
sudah enggak sabar pengin lihat pak ganjar jadi orang nomor satu di ikn,positif
gaspol pak lanjutkan ikn sehingga jadi sesuai dengan harapan banyak orang,positif
semoga tahun depan sudah bisa bertugas di ikn ya pak bertugas untuk menjadi pemimpin bangsa ini,positif
setuju pak kami yakin kalau bapak bisa meneruskan pembangunan ikn dan sudah cocok memimpin di ikn,positif
enggak sabar menanti ibu kota baru dengan pemimpin yang baru semoga dilancarkan sampai ikn bisa membuat bangsa bertumhuh,positif
ikn terlihat keren banget semoga ikn berfungsi untuk rakyat juga,positif
semangat pak ikn itu berguna semoga proyeknya cepat selesai,positif
semoga pak ganjar bisa membangkitkan perekonomian bangsa indonesia amin,positif
niatan baik pemimpin yang cinta dengan rakyat indonesia ya ini contoh nya,positif
yang selalu saya kritik dari pemerintahan selama ini baik pusat dan daerah mereka seolah alergi melanjutkan program pemerintah terdahulu,negatif
pak ganjar sangat berkomitmen baik untuk maju nya negara ini,positif
keren banget ikn semoga pembangunannya lancar dan masyarakat bisa merasakan manfaat adanya ikn,positif
sudah berapa orang yang investasi kok diam bae,negatif
semoga ikn ini memberikan manfaat yang banyak sip lanjutkan pak ganjar,positif
semoga di berikan kelancaran pak ganjar memang terbaik untuk bangsa indonesia,positif
alhamdulillah pak ganjar melanjutkan pembangunan ikn untuk indonesia maju,positif
keren banget pakdhe sehat terus ya,positif
semoga pak ganjar bisa menjadi pemimpin yang amanah amin,positif
benar banget sedih banget aku tuh kalo lihat ketimpangan di negeri sendiri,negatif
keren banget pak ganjar kita mendukungmu pak,positif
duit nya dari mana bos investor enggak ada yang masuk itu proyek enggak laku mau pakai duit pajak jateng saja yang pernah di pimpin sampean masih banyak yang kurang mampu ini lagi apbn nya di pakai pembangunan yang belum terlalu di butuh kan,negatif
amin tujuan baik akan menghasilkan yang baik juga semangat terus pakk demin indonesia semakin maju,positif
terbaiklah pak ganjar mari lanjutkan proyek ikn ini demi indonesia,positif
mantap pak ganjar lanjurkan perjuangan sebelumnya tuntaskan pembangunan ikn,positif
setuju banget pak ikn memang wujud untuk melakukan pemerataan pembangunan semoga terealisasi dengan baik,positif
idiiih oon dananya kan sudah habis buat ikn kota lain dibangun pakai duit siapa ngutang kenapa anggaran yang buat bikin ikn enggak dibagi rata ke semua pulau jangan di kalimantan doang itu baru namanya mewujudkan pembangunan adil dan merata bagi seluruh rakyat indonesia,negatif
mantap deh enggak salah pilih nih menag ganjar yang terbaik untuk dipilih selanjutnya melalui ikn maka akan mempermudah pemerataan pembangunan di indonesia,positif
sangat bagus melihat tekad untuk mengurangi ketimpangan pembangunan melalui inisiatif kawasan nusantara ikn,positif
pak ganjar memng sangat menginspirasikan hal yang sangat hebat sekali,positif
masyaallah sosok pemimpin yang sangat diharapkan oleh para rakyat indonesia sukses terus pak,positif
keren banget memang pak ganjar sudah tepat dan cocok untuk melanjutkan kepemimpinan pemimpin sebelumnya dukung pemerataan pembangunan,positif
dengan melanjutkan pembangunan ikn yakin mampu wujudkan pembangunan yang adil dan merata,positif
bangun ikn cuma di kalimantan kok bisa nya bilang mewujudkan pembangunan adil dan merata bagi seluruh rakyat indonesia yang di sumatra sulawesi papua dll enggak merasai keadilan dong,negatif
mantap pak dengan visi misi pak ganjar yakin pembangunan ikn dapat beliau lanjutkan,positif
kita percaya pak ganjar mampu melanjutkan pembangunan ikn,positif
semakin yakin ikn mampu pak ganjar lanjutkan untuk wujudkan pembangunan yang adil dan merata,positif
kita sangat yakin bersama pak ganjar lanjutkan pembangunan ikn,positif
semoga dibawah kepemimpinan ganjar mahfud nanti menjadi presiden dan wakil presiden indonesia akan lebih unggul dan merata pembangunannya bukan hanya di ikn tapi dari sabang hingga merauke,positif
setuju pak lanjutkan pembangunan ikn dengan visi misi yang lebih unggul,positif
semoga dengan adanya ikn bisa segera merata ya pembangunan kita,positif
dengan adanya ikn pembangunan pasti bisa merata sih,positif
benar banget mari wujudkan pembangunan yang merata yuk pak,positif
semoga dengan adanya ikn akan membawa indonesia menjadi lebih unggul dan makmur pembangunan bukan hanya terpusat pada ikn tetapi juga akan merata ke seluruh indonesia semangaaatt pakde ganjar pranowo,positif
aku makin bangga banget dengan pilihan ku ini mantap pak,positif
dengan ikn jam bisnis akan lebih awal dari negara tetangga sebelah malaisya dan singapura dan semoga dengan lebih awal jam bisnis akan membuat negara kita lebih maju dalam perekonomian bisnis internasionl setidaknya dalam lingkup asia tenggara,positif
setiap langkah kecil menuju perubahan adil sangat berarti mari bersatu demi menciptakan kesempatan yang sama untuk setiap individu di negeri ini,positif
pak ganjar adalah sosok pejuang yang tangguh bersatu dengan rakyat agar pembangunan makin merata,positif
semoga keadilan sosial bagi seluruh rakyat indonesia bisa benar benar dirasakan oleh semua warga indonesia,positif
kemarin blunder serang jokowi yang buat survei anjlok sekarang mau caplok prestasi jokowi jadi makin malas saya lihat mu,negatif
ikn buat siapa sih njar buat pemerintah buat asn mana yang buat rakyat bagaimana ada keadilan dalam pembangunan ikn kalau disana nanti yang menikmati fasilitasnya hanya segelintir elit pembangunan ikn hanya memindahkan ketimpangan yang ada di jakarta ke daerah sekitar ikn,negatif
semoga lewat ikn ini terwujud pembangunan yang adil dan merata,positif
setuju pak yakin dan percaya ikn bisa terwujud pembangunan makin maju pesat,positif
insyaa allah akan dilanjutkan oleh ganjar mahfud dan pembangunan akan merata ke seluruh pelosok pelosok indonesia,positif
wah kayaknya bagus banget nih project di ikn ya,positif
semoga pembangunan ikn berjalan lancar ya,positif
duitnya dari mana,negatif
bersama rakyat mewujudkan pembangunan yang merata dan adil gasspol gama,netral
apapun resikonya ikn memang harus terus dilanjutkan jangan sampai mangkrak,negatif
terima kasih siap dukung penuh pak ganjar melanjutkan pembangunan ibukota nusantara,positif
lanjutkan biar tidur kita lebih nyenyak kalau di gdung dpr diluar banyak yang demo,negatif
akhirnya tegak lurus dengan jokowi,positif
enggak heran kalau nantinya pak ganjar yang terpilih menjadi presiden ri dan akan mengelola ikn dengan sangat baik,positif
semoga komitmen pak ganjar untuk melanjutkan pembangunan ikn dilancarkan sehingga bisa menggerus ketimpangan pembangunan,positif
enggak sabar deh melihat pak ganjar yang mengurusi ikn tentunya kinerja beliau pasti sangat luar biasa,positif
kamu dari pintu masuk ikn jalan desa parah musim hujan jadi kolam belut sementara ikn nyedot ratusan triliun hasil hutang dengan korbankan pajak yang ditanggung rakyat situ waras gue tahu persis kondisi di kaltim dari bulungan sampai perbatasan kalsel tanjung kuaro,negatif
yakin kah begitu,positif
pak ganjar mahfud ini memang pilihan paling tepat dan terbaik yang sangat memikirkan kemajuan pembangunan untuk anak muda keren emanh pemimpin pilihan ku,positif
semangat buat pak ganjar yang berkomitmen melanjutkan pembangunan ikn untuk menggerus ketimpangan pembangunan,positif
semangat memajukan indonesia baoak semoga bisa menjadi pemimpin yang amanah,positif
uu batas usia capres saja dirubah dengan seenaknya ini ikn produk politik sekelompok orang saja sih demi hasrat mereka sekarang mau diharuskan oo tidak bisa memang yang bayar anda sendiri saja rakyat yang dibuat menjerit dengan hutang,negatif
yakin banget sih kalau ikn yang melanjutkannya adalah pak ganjar pasti indonesia makin jaya,positif
program ikn diharapkan bisa meratakan pembangunan di negeri ini untuk memaksimalkan nya kita perlu pemimpin yang memang memiliki niat tulus ingin memajukan negeri ini seperti pak ganjar,positif
ikn ini merupakan program bagus yuk kita dukung pak ganjar untuk meneruskan program program yang menguntungkan rakyat ini,positif
semangaat yerus ya pak kami yakin bapak bisa melanjutkan pembangunan ikn ini,positif
bagus sekali dengan melanjutkan ikn di harap kan pembangunan kedepannya bisa lebih merata,positif
ikn apaan tuh pak bisa tolong jelaskan,negatif
kami sangat berharap pak ganjar bisa menjadi pemimpin untuk indonesia beliau adalah pemimpin yang selalu memikirkan masa depan indonesia,positif
keren pak ganjar lanjutkan ya pak,positif
teruslah berjuang demi masa depan bangsa indonesia pak akan terus mendukung pak ganjar agar pak ganjar terus majuu,positif
undanng itu siapa sih yang buat apakah uu nya itu sudah sbgitu sempurna shingga harus,negatif
insha allah bersama pak ganjar di indonesia sudah tidak akan ada lagi ketimpangan pembangunan,positif
semangat pak ganjar semoga bisa menang dan melanjutkan pembangunan ikn,positif
inilah pemimpin yang mengutamakan kepentingan rakyat bukan politik semata,negatif
benar banget pak bismillah bersama pak ganjar mari lanjutkan ikn ini untuk pembangunan yang adil dan merata,positif
bismillah optimis dukung pak ganjar mahfud yang akan membawa kemajuan pasti untuk indonesia,positif
semoga bersama pak ganjar nanti pembangunan di indonesia bisa makin merata dan rakyat nya juga sejahtera,positif
ikn benar memang harus dilanjutkan pak apapun itu resiko nya,negatif
pak ganjar adalah pemimpin yang akan memberikan masa depan terbaik untuk indonesia,positif
ikn berkelanjutan merupakan program strategis negara untuk masa depan,netral
saya yakin dengan pak ganjar bisa meneruskan perjalanan pembangunan ibukota nusantara,positif
kalo ketimpangan jangan ikn saja dong daerah pulau kota lain juga kalo cuma ikn doang ya tetap timpanglah,negatif
yakin bisa membuat bangga masyarakat indonesia saya mendukung pak ganjar pranowo tetap semangat untuk menjadi presiden ri,positif
optimis untuk sama nang demi rakyat indonesia kita pak ganjar melanjutkan perjalanan untuk indonesia emas,positif
saya yakin semua program yang akan dlanjutkan pak ganjar adalah program terpilih tanpa melihat selain tujuan dan manfaat nya yang besar untuk rakyat,positif
lanjutkan untuk indonesia kita semakin sukses bersama pak ganjar saya b rsama pak ganjar,positif
semakin yakin pilih pak ganjar yang fokus ingin memajukan negeri,positif
saya semakin yakin untuk memilih pak ganjar hanya pak ganjar yang mampu melanjutkan perjuangan pak jokowi,positif
pilih pemimpin bangsa yang tegas dan tegak lurus terhadap konstitusi yang ada pak ganjar adalah sosok yang sangat baik untuk indonesia,positif
uu bisa dirubah soal kuras apbn itu tanya sejak lama sudah dijawab sendiri sama pak jokowi belum ada investor yang masuk sekarang inisiasi progres tentu pakai apbn tidak seperti rencana dalam segala macam propaganda di awal tidak pakai apbn,negatif
semoga bisa memberikan banyak dampak positif ya dalam program ini,positif
wih bangga gua pak ganjar disambut hangat oleh masyarakat,positif
gua siap dukung penuh beliau buat melanjutkan program ikn ini,positif
salut gua sama pak ganjar yang mau melanjutkan programnya pak jokowi,positif
pembangunan merata itu cuma wacana dari tahun jebot yang jelas nyata saja soal pembagian bantuan pemerintah saja tidak bisa merata warga yang berhak yang mampu punya mobil rumah bagus banyak yang dapat enggak ada niatan apa fokus di satu revisi data yang acakadut,negatif
semangat terus pak ganjar demi membawa indonesia lebih sejahtera,positif
doa terbaik untuk pak ganjar mahfud semoga impian melanjutkan pembangunan ikn akan segera terwujud amin,positif
benar pak dengan ikn pembangunan akan merata dan perlahan kemajuan pun akan merata,positif
nih yang komen begini kurang literasi wadas itu bagian dari psn bukan pemprov jateng,negatif
pak ganjar pemimpin yang cocok melanjutkan dan menuntaskan ikn terus dukung pak ganjar,positif
bersama pak ganjar mahfud ikn dilanjutkan lancar dan sukses ikn amin,positif
lanjutkan pak kami pastinya akan selalu dukung demi indonesia unggul,positif
tetap percaya kepada pak ganjar yang akan menjadi pemimpin indonesia,positif
munngkin usahan komputer anak smk tidak jadul di jateng bapake tata wadas lebih baik terlalu besar ikn untuk tiktokan lari pagi,negatif
pak ganjar merupakan harapan baru untuk rakyat semoga dapat terwujud ya dan bisa membuat rakyat sejahtera,positif
sukses ikn bersama pak ganjar mahfud,positif
bismillah pak ganjar bisa meneruskan proyek ikn tahun kedepan semoga lekas terwujud dan cepat menjadi ibu kota yang baru,positif
semoga bisa terealisasikan akan dukung pak ganjar dalam wujudkan pembangunan yang adil dan merata melalui proyek ikn,positif
kalau alasannya pemerataan lebih masuk akal anggarannya dipakai buat ngembangin belasan puluhan kota yang sudah ada dilihat dari grandplan design nya ikn cuma bkl jadi ketimpangan baru yang bikin iri daerah lain plus ikn hanya dinikmati sama investor sama para abdi negara yang sudah banyak insentif nya,negatif
pokoknya dukung selalu pak ganjar dalam tuntaskan ikn,positif
amin pak semoga terwujud ya untuk pembangunan yang adil dan merata bagi seluruh rakyat indonesia,positif
bangun harus nya enggak pakai hutang dan menggadaikan kedaulatan,negatif
kami siap pak dukung program ini untuk indonesia yang lebih maju lagi semangat,positif
semoga pak ganjar akan menjadi pemimpin yang baik untuk masyarakat indonesia,positif
sudah pasti masyarakat terus yakin dan mendukung pak ganjar,positif
pak ganjar adalah pemimpin yang bijak yang mampu merubah indonesia dengan baik,positif
saya semakin yakin jika pak ganjar tepat menjadi presiden,positif
amin semoga pak ganjar bisa mewujudkan harapan masyarakat semangat untuk maju,positif
ini sih memang program yang harus dilanjutkan semoga sukses selalu pak ganjar demi indonesia,positif
pak ganjar semakin mantap membuat pembangunan semakin nyata,positif
maju terus pak dan semangat untuk membangun negara ini dan jaga kesehatan ya pak,positif
selalu optimis dan mendukung pak ganjar melanjutkan pembangunan ikn,positif
setuju dengan ikn tapi belum menjadi prioritas masih banyak yang perlu dibangun secara merata di indonesia entar kalo indonesia sudah enggak punya utang baru bisa memikirkan ikn lagi,positif
ikn ini adalah proyek besar yang harus kita jaga dan dukung bersama mari kita berpartisipasi aktif agar ibu kota negara baru benar menjadi kebanggaan kita,positif
bersama pak ganjar indonesia jauh lebih maju dari sebelumnya,positif
